tenure,contract,customer_satisfaction,num_complaints,late_payments,monthlycharges,churn
7,one_year,6.0,2.0,0,86.49,0
13,two_year,7.0,0.0,0,100.28,1
3,one_year,8.0,0.0,0,66.06,0
2,one_year,7.0,0.0,1,95.84,0
72,one_year,5.0,0.0,0,49.09,1
72,one_year,9.0,1.0,0,100.16,0
72,one_year,1.0,1.0,0,125.46,0
14,one_year,8.0,0.0,1,89.6,0
3,one_year,9.0,0.0,1,66.98,0
5,one_year,7.0,0.0,2,43.27,0
42,one_year,5.0,0.0,1,135.37,0
16,two_year,7.0,2.0,1,79.66,0
5,two_year,6.0,0.0,0,61.71,0
27,two_year,5.0,1.0,2,114.74,0
42,one_year,5.0,0.0,2,67.3,0
1,one_year,3.0,0.0,1,79.23,1
72,one_year,2.0,0.0,0,120.95,0
4,one_year,8.0,1.0,0,58.98,0
9,two_year,8.0,2.0,1,100.52,0
5,one_year,8.0,0.0,0,96.86,0
63,one_year,7.0,0.0,0,93.45,0
11,two_year,9.0,2.0,0,71.32,0
53,one_year,8.0,0.0,1,83.43,0
6,one_year,3.0,0.0,0,89.32,0
1,one_year,1.0,0.0,0,62.27,0
15,two_year,9.0,1.0,0,128.95,0
30,two_year,8.0,0.0,0,83.08,0
52,two_year,4.0,0.0,0,108.3,0
40,one_year,6.0,2.0,1,98.48,1
38,one_year,4.0,1.0,2,93.32,0
26,one_year,7.0,1.0,0,65.82,0
19,one_year,7.0,1.0,1,102.96,0
1,two_year,5.0,0.0,0,45.87,0
20,two_year,3.0,1.0,0,60.23,0
39,two_year,7.0,2.0,0,60.66,0
5,one_year,1.0,0.0,0,104.49,0
10,two_year,9.0,2.0,0,118.02,0
18,two_year,3.0,1.0,0,83.94,1
2,month_to_month,6.0,1.0,0,69.61,0
39,two_year,9.0,0.0,0,73.03,0
22,two_year,5.0,1.0,0,118.5,0
17,one_year,7.0,1.0,0,103.54,0
3,two_year,9.0,2.0,0,55.05,1
13,one_year,9.0,3.0,0,81.5,1
37,two_year,2.0,2.0,0,36.8,0
7,two_year,9.0,0.0,0,90.6,0
47,two_year,9.0,1.0,0,102.19,0
30,two_year,8.0,1.0,0,103.27,0
1,one_year,9.0,2.0,1,110.63,0
66,one_year,7.0,1.0,1,69.58,0
39,one_year,5.0,0.0,1,41.64,0
2,one_year,9.0,0.0,1,124.96,0
16,one_year,3.0,1.0,2,87.49,0
3,one_year,4.0,1.0,0,130.11,0
24,two_year,5.0,3.0,0,98.7,0
72,two_year,7.0,1.0,0,83.38,0
2,two_year,7.0,1.0,0,128.92,0
51,two_year,6.0,0.0,3,91.95,0
46,one_year,7.0,3.0,0,95.71,0
8,two_year,9.0,0.0,0,75.8,0
72,two_year,6.0,2.0,1,154.64,1
23,one_year,8.0,0.0,0,83.13,0
17,one_year,7.0,2.0,1,74.98,1
8,two_year,8.0,0.0,0,78.84,0
11,two_year,6.0,0.0,0,95.5,0
8,two_year,6.0,0.0,0,77.23,0
17,one_year,6.0,0.0,0,65.31,0
25,one_year,7.0,1.0,0,90.12,0
5,two_year,9.0,0.0,1,120.5,0
72,one_year,7.0,0.0,0,43.71,0
15,two_year,7.0,2.0,1,82.79,0
72,one_year,8.0,0.0,0,75.06,1
34,two_year,6.0,0.0,0,88.56,0
72,one_year,9.0,1.0,0,107.3,0
42,two_year,7.0,1.0,1,92.34,0
32,one_year,8.0,0.0,0,69.83,0
42,one_year,5.0,0.0,0,93.52,0
44,two_year,8.0,1.0,1,99.86,0
9,one_year,9.0,0.0,0,101.45,0
10,two_year,4.0,0.0,0,83.6,0
25,two_year,9.0,1.0,0,112.98,0
19,two_year,7.0,1.0,1,96.31,0
8,one_year,2.0,1.0,0,118.81,0
72,two_year,3.0,0.0,1,64.62,0
6,two_year,2.0,0.0,1,61.88,0
52,one_year,7.0,1.0,0,89.04,0
12,one_year,2.0,0.0,0,80.97,0
25,two_year,6.0,1.0,1,82.78,1
4,two_year,6.0,0.0,0,68.51,0
1,one_year,7.0,1.0,0,98.98,0
2,two_year,8.0,1.0,0,85.66,0
28,two_year,9.0,0.0,1,133.49,0
22,two_year,9.0,1.0,1,107.63,0
17,one_year,2.0,0.0,1,60.35,0
3,two_year,7.0,2.0,0,107.11,0
11,two_year,8.0,0.0,0,60.81,0
1,two_year,4.0,2.0,0,54.42,0
12,one_year,6.0,1.0,0,94.59,0
12,two_year,8.0,0.0,0,83.1,0
35,one_year,7.0,0.0,0,104.03,0
57,one_year,9.0,1.0,1,60.44,0
1,two_year,6.0,1.0,1,116.17,0
1,one_year,9.0,1.0,2,73.76,0
32,one_year,7.0,1.0,1,31.57,0
1,one_year,3.0,1.0,0,118.51,0
5,one_year,2.0,0.0,0,51.45,0
26,two_year,8.0,1.0,0,89.19,0
1,one_year,8.0,0.0,0,95.47,0
11,two_year,4.0,0.0,0,103.76,0
11,two_year,4.0,0.0,0,94.92,0
24,one_year,7.0,2.0,0,69.5,0
21,one_year,5.0,2.0,1,124.6,0
4,one_year,6.0,1.0,0,97.29,0
38,one_year,5.0,0.0,1,58.26,0
10,two_year,1.0,0.0,1,90.43,0
32,two_year,9.0,0.0,0,74.83,0
1,two_year,5.0,1.0,0,104.33,0
38,one_year,8.0,1.0,0,88.32,0
3,two_year,6.0,0.0,0,96.23,0
33,two_year,5.0,2.0,0,67.8,0
27,one_year,9.0,0.0,0,49.2,0
32,one_year,4.0,0.0,0,90.53,0
6,one_year,3.0,0.0,1,87.34,0
20,two_year,8.0,1.0,1,31.76,0
36,one_year,3.0,0.0,1,85.85,0
5,one_year,9.0,1.0,0,103.06,0
7,two_year,9.0,3.0,1,96.92,0
72,one_year,9.0,0.0,0,101.76,0
9,one_year,7.0,0.0,0,72.72,1
12,one_year,7.0,0.0,0,152.82,0
42,one_year,5.0,0.0,0,73.92,0
4,two_year,6.0,1.0,0,79.31,0
32,one_year,8.0,1.0,1,71.0,0
13,one_year,8.0,1.0,0,59.71,0
4,two_year,1.0,1.0,0,103.21,0
66,one_year,3.0,0.0,0,71.31,0
12,two_year,6.0,1.0,0,73.25,0
26,two_year,9.0,2.0,0,78.5,0
1,two_year,9.0,1.0,2,83.38,1
7,one_year,9.0,0.0,1,91.3,0
16,one_year,8.0,0.0,1,96.72,1
24,two_year,9.0,0.0,0,108.13,0
59,two_year,5.0,2.0,0,110.1,0
4,one_year,6.0,0.0,1,77.16,0
5,two_year,7.0,0.0,0,87.88,0
16,two_year,6.0,0.0,0,72.16,0
6,one_year,9.0,0.0,0,95.67,0
7,one_year,9.0,1.0,0,47.72,0
1,one_year,7.0,1.0,0,75.73,0
45,one_year,6.0,1.0,0,101.35,0
29,one_year,7.0,0.0,1,44.24,0
30,two_year,5.0,1.0,0,110.21,0
8,two_year,1.0,1.0,0,123.46,0
44,two_year,9.0,1.0,1,127.8,0
30,two_year,5.0,1.0,0,65.75,0
40,one_year,9.0,2.0,0,67.01,0
28,two_year,9.0,1.0,1,78.04,1
21,one_year,4.0,0.0,1,67.08,0
36,two_year,7.0,0.0,0,104.51,0
28,two_year,8.0,0.0,0,93.59,0
57,two_year,5.0,0.0,0,134.29,0
9,two_year,3.0,0.0,0,53.99,0
18,two_year,5.0,0.0,2,65.14,0
34,one_year,6.0,0.0,0,83.6,0
60,one_year,5.0,0.0,0,80.0,0
16,one_year,1.0,1.0,0,111.2,0
8,one_year,6.0,1.0,0,69.34,0
10,two_year,7.0,0.0,0,49.45,0
38,one_year,5.0,1.0,3,80.09,1
21,two_year,3.0,1.0,0,77.12,0
4,month_to_month,1.0,0.0,0,135.52,1
12,one_year,3.0,0.0,0,40.83,0
33,one_year,6.0,1.0,1,107.78,0
41,two_year,7.0,0.0,0,131.88,0
14,one_year,3.0,2.0,0,100.29,0
1,one_year,9.0,0.0,0,110.33,0
9,two_year,7.0,1.0,0,68.56,0
5,one_year,4.0,1.0,0,71.35,0
50,one_year,9.0,1.0,0,111.11,0
10,one_year,8.0,0.0,0,102.13,0
4,two_year,6.0,1.0,0,119.33,0
20,two_year,2.0,1.0,0,76.78,0
59,two_year,8.0,3.0,0,89.27,0
10,two_year,1.0,1.0,0,94.12,0
9,two_year,8.0,1.0,0,51.65,0
1,one_year,2.0,1.0,0,110.61,0
13,one_year,1.0,2.0,0,66.42,1
6,one_year,2.0,2.0,0,131.44,0
53,one_year,5.0,1.0,0,103.56,0
13,two_year,1.0,0.0,0,95.42,0
6,one_year,4.0,0.0,0,94.25,0
3,one_year,7.0,1.0,1,119.34,0
1,one_year,7.0,0.0,0,76.89,0
62,one_year,5.0,0.0,0,83.5,0
26,one_year,7.0,2.0,0,98.77,0
31,two_year,7.0,2.0,1,94.23,0
5,two_year,8.0,2.0,0,81.49,0
14,one_year,5.0,0.0,0,69.69,0
8,one_year,6.0,0.0,0,83.25,0
25,one_year,5.0,0.0,0,87.62,0
41,one_year,9.0,0.0,1,72.31,0
1,one_year,9.0,1.0,3,67.28,0
41,two_year,8.0,1.0,1,42.36,0
2,two_year,4.0,1.0,2,52.27,0
2,one_year,5.0,0.0,0,107.58,0
57,one_year,4.0,0.0,0,121.33,0
2,one_year,5.0,0.0,0,100.95,0
27,one_year,5.0,0.0,0,84.22,0
13,month_to_month,9.0,2.0,0,87.97,0
9,one_year,6.0,2.0,0,91.06,0
16,two_year,3.0,0.0,0,101.75,0
33,two_year,5.0,0.0,0,45.82,0
72,two_year,9.0,0.0,1,71.28,0
3,two_year,6.0,1.0,0,64.64,0
16,two_year,3.0,0.0,1,68.39,1
16,one_year,7.0,0.0,1,71.98,1
11,two_year,3.0,1.0,2,48.42,0
3,one_year,5.0,1.0,0,91.58,0
60,two_year,8.0,1.0,0,81.43,0
15,one_year,7.0,0.0,0,80.46,0
51,one_year,9.0,1.0,0,78.58,0
13,one_year,5.0,1.0,1,105.01,0
13,two_year,6.0,0.0,1,103.32,0
11,one_year,6.0,0.0,0,84.25,0
13,two_year,9.0,1.0,1,73.1,0
42,two_year,9.0,0.0,0,91.05,0
66,two_year,6.0,0.0,0,86.12,0
12,one_year,7.0,0.0,0,91.67,0
40,one_year,8.0,1.0,1,111.37,0
28,one_year,6.0,1.0,0,82.9,0
18,one_year,8.0,2.0,1,88.95,0
10,two_year,9.0,1.0,0,116.5,0
2,one_year,6.0,0.0,0,51.18,0
14,two_year,5.0,0.0,0,80.7,0
1,two_year,8.0,1.0,2,85.61,0
7,two_year,7.0,2.0,0,120.01,0
72,one_year,6.0,1.0,0,89.79,0
1,one_year,9.0,1.0,0,129.93,0
72,one_year,8.0,4.0,0,74.34,0
10,one_year,5.0,1.0,0,105.8,0
45,two_year,6.0,1.0,0,80.08,0
4,one_year,9.0,2.0,3,66.3,0
4,one_year,6.0,1.0,0,123.67,0
72,one_year,5.0,1.0,0,74.88,0
52,two_year,9.0,1.0,0,64.95,0
16,one_year,6.0,0.0,1,147.79,0
15,one_year,4.0,1.0,0,47.29,0
46,one_year,6.0,0.0,0,107.56,0
19,one_year,2.0,1.0,0,101.82,0
1,two_year,7.0,0.0,0,85.01,0
56,one_year,7.0,0.0,0,115.39,0
59,two_year,7.0,1.0,0,112.68,0
18,two_year,4.0,2.0,0,79.18,0
72,two_year,6.0,1.0,0,49.2,0
6,one_year,6.0,1.0,0,69.16,1
72,two_year,9.0,0.0,0,93.63,0
14,two_year,4.0,0.0,2,99.06,0
31,one_year,2.0,0.0,1,135.06,0
7,one_year,3.0,0.0,0,98.13,0
1,one_year,9.0,1.0,0,62.26,0
2,one_year,2.0,1.0,0,98.0,0
12,one_year,5.0,0.0,0,58.64,0
9,one_year,9.0,0.0,1,90.22,0
1,one_year,6.0,1.0,0,127.11,0
10,one_year,5.0,1.0,0,56.68,0
15,one_year,7.0,1.0,0,120.22,0
14,one_year,6.0,0.0,0,95.83,0
19,one_year,1.0,0.0,0,146.13,0
66,two_year,7.0,0.0,1,120.29,0
42,one_year,1.0,0.0,0,43.43,0
1,two_year,5.0,2.0,0,125.11,0
72,one_year,7.0,0.0,1,67.51,0
63,one_year,9.0,0.0,0,98.71,0
1,one_year,9.0,0.0,0,100.58,0
72,one_year,5.0,1.0,1,89.79,1
1,one_year,8.0,1.0,0,81.47,0
15,two_year,8.0,2.0,0,62.21,0
1,two_year,5.0,1.0,0,96.59,0
1,one_year,7.0,2.0,0,89.79,0
4,one_year,7.0,1.0,1,121.25,0
2,one_year,6.0,0.0,0,85.97,0
9,two_year,9.0,0.0,0,110.93,0
7,two_year,9.0,1.0,1,71.88,0
32,one_year,7.0,0.0,0,103.05,0
6,one_year,6.0,0.0,0,91.7,0
6,two_year,9.0,3.0,0,117.47,0
72,one_year,6.0,2.0,0,105.64,0
14,one_year,4.0,1.0,0,89.2,0
16,two_year,8.0,2.0,2,87.6,0
38,one_year,7.0,2.0,1,91.18,0
7,two_year,4.0,0.0,0,60.9,0
9,two_year,7.0,2.0,1,88.23,0
13,one_year,8.0,0.0,0,311.3984747932261,0
4,one_year,8.0,2.0,1,140.2,0
1,two_year,9.0,0.0,0,64.98,0
3,one_year,5.0,1.0,0,100.95,0
9,one_year,7.0,2.0,1,107.75,0
57,one_year,4.0,0.0,0,68.4,0
20,one_year,8.0,1.0,0,87.51,0
3,two_year,9.0,1.0,1,68.55,0
24,two_year,7.0,1.0,0,67.39,0
12,two_year,9.0,4.0,0,124.26,0
20,one_year,6.0,0.0,0,87.89,0
52,two_year,3.0,0.0,0,61.21,0
31,one_year,8.0,0.0,0,103.67,0
22,two_year,3.0,0.0,0,52.12,0
72,two_year,7.0,0.0,0,53.54,0
14,one_year,7.0,1.0,0,92.88,0
54,one_year,8.0,1.0,0,40.53,0
48,two_year,8.0,1.0,0,66.5,0
2,two_year,3.0,0.0,0,80.9,0
18,month_to_month,8.0,1.0,0,59.4,0
17,one_year,8.0,1.0,1,69.41,1
25,one_year,3.0,1.0,0,112.28,0
8,two_year,7.0,0.0,1,111.92,0
72,one_year,4.0,0.0,0,115.55,0
13,two_year,9.0,0.0,0,79.63,0
72,two_year,5.0,1.0,0,82.62,0
2,one_year,7.0,0.0,0,79.26,0
4,two_year,9.0,1.0,1,75.26,0
6,one_year,6.0,0.0,0,76.49,0
72,two_year,5.0,0.0,2,113.38,0
32,one_year,4.0,2.0,0,68.71,1
15,one_year,9.0,0.0,0,55.6,0
12,two_year,6.0,0.0,0,56.27,0
56,one_year,1.0,1.0,0,70.08,0
4,month_to_month,9.0,2.0,0,95.52,0
46,one_year,7.0,1.0,1,67.85,0
34,two_year,5.0,0.0,0,120.34,0
7,two_year,2.0,0.0,0,95.57,0
16,two_year,3.0,0.0,3,79.99,0
45,two_year,9.0,1.0,1,59.65,0
6,one_year,4.0,0.0,1,65.9,0
22,two_year,6.0,1.0,1,139.85,0
72,two_year,9.0,0.0,0,80.5,0
17,two_year,8.0,0.0,0,122.09,0
30,two_year,9.0,0.0,0,93.36,0
1,one_year,9.0,1.0,1,56.51,0
2,one_year,8.0,0.0,0,128.09,0
9,two_year,4.0,0.0,1,74.39,0
10,one_year,8.0,1.0,0,96.5,0
26,one_year,9.0,0.0,0,89.63,0
33,one_year,9.0,1.0,0,45.73,0
21,two_year,3.0,2.0,1,120.11,0
60,two_year,7.0,0.0,0,109.33,0
17,two_year,3.0,1.0,0,102.12,0
5,one_year,9.0,0.0,1,73.09,0
33,one_year,2.0,1.0,0,82.98,0
58,one_year,9.0,1.0,1,99.87,0
72,one_year,5.0,0.0,1,95.29,0
14,two_year,6.0,0.0,1,56.42,0
72,one_year,9.0,0.0,0,59.92,0
44,two_year,9.0,1.0,0,68.86,0
72,one_year,4.0,1.0,0,83.38,0
4,two_year,7.0,0.0,1,93.42,0
3,one_year,5.0,2.0,0,79.33,0
18,one_year,9.0,0.0,0,147.23,0
67,one_year,5.0,2.0,2,85.47,0
6,two_year,9.0,0.0,0,70.71,0
19,one_year,7.0,1.0,1,85.66,1
72,two_year,9.0,1.0,1,68.16,0
10,one_year,8.0,1.0,0,124.14,0
26,one_year,4.0,3.0,0,100.46,0
19,one_year,6.0,1.0,0,89.92,0
72,two_year,9.0,0.0,0,99.85,0
6,one_year,8.0,1.0,0,101.9,0
5,one_year,6.0,0.0,1,80.3,0
15,two_year,3.0,0.0,0,149.68,1
11,two_year,7.0,2.0,1,111.27,0
1,one_year,9.0,1.0,0,50.21,0
37,one_year,2.0,1.0,0,50.71,0
22,one_year,5.0,3.0,0,59.37,0
70,one_year,7.0,0.0,0,88.93,0
5,one_year,2.0,1.0,0,111.18,0
13,one_year,5.0,0.0,0,96.89,0
34,one_year,7.0,1.0,2,117.98,1
9,one_year,6.0,1.0,0,47.32,0
12,two_year,6.0,1.0,0,96.16,0
28,two_year,9.0,0.0,1,82.35,0
1,two_year,8.0,1.0,0,116.61,0
15,two_year,5.0,1.0,0,120.49,0
44,one_year,6.0,2.0,0,43.61,0
14,two_year,3.0,3.0,1,76.57,0
30,one_year,7.0,0.0,1,91.64,0
45,one_year,6.0,0.0,0,67.86,0
9,one_year,2.0,3.0,0,95.88,1
1,month_to_month,9.0,0.0,1,85.89,0
7,one_year,3.0,1.0,1,92.69,0
6,one_year,5.0,1.0,0,115.89,0
7,two_year,9.0,0.0,1,94.3,0
1,one_year,3.0,0.0,1,117.4,0
34,two_year,6.0,4.0,1,116.79,0
6,two_year,3.0,0.0,1,62.59,0
58,two_year,8.0,0.0,0,81.75,0
28,one_year,3.0,0.0,0,66.81,0
19,one_year,5.0,0.0,0,86.06,0
72,two_year,7.0,0.0,0,116.51,0
2,two_year,2.0,1.0,0,80.33,0
21,two_year,5.0,1.0,0,140.4,0
38,one_year,5.0,0.0,1,95.61,0
7,one_year,6.0,2.0,0,153.34,0
1,two_year,6.0,3.0,1,80.95,0
40,two_year,4.0,0.0,0,108.54,0
58,one_year,9.0,0.0,0,69.07,0
22,one_year,4.0,1.0,1,84.74,0
11,two_year,7.0,1.0,0,79.42,0
34,one_year,9.0,1.0,0,100.2,0
15,month_to_month,5.0,1.0,0,99.67,1
19,two_year,3.0,2.0,0,66.23,0
24,one_year,3.0,1.0,1,54.44,1
28,one_year,5.0,0.0,0,107.4,0
9,one_year,3.0,1.0,1,74.67,0
4,one_year,9.0,0.0,1,111.29,0
18,one_year,6.0,1.0,1,82.13,0
2,two_year,8.0,0.0,0,80.27,0
2,one_year,9.0,1.0,0,79.2,0
72,two_year,4.0,0.0,0,128.19,0
4,one_year,7.0,1.0,1,54.68,0
9,two_year,8.0,1.0,1,103.83,0
43,one_year,4.0,1.0,0,95.68,0
42,one_year,9.0,1.0,0,65.24,0
11,two_year,9.0,0.0,0,138.36,0
14,one_year,7.0,3.0,0,90.34,0
39,one_year,4.0,0.0,0,108.89,0
20,one_year,4.0,1.0,0,84.26,0
39,one_year,6.0,1.0,0,49.51,0
3,two_year,1.0,0.0,0,97.74,0
25,two_year,7.0,0.0,0,61.93,0
2,one_year,7.0,2.0,0,97.0,0
33,one_year,1.0,0.0,0,96.44,0
31,two_year,7.0,2.0,0,121.65,0
18,two_year,9.0,1.0,0,58.38,0
18,one_year,2.0,0.0,1,86.63,1
27,two_year,9.0,1.0,1,66.41,0
22,one_year,5.0,1.0,0,79.11,0
6,one_year,3.0,3.0,0,98.45,1
1,two_year,1.0,1.0,0,99.54,0
3,one_year,6.0,0.0,0,135.17,0
69,one_year,3.0,0.0,1,62.55,0
72,two_year,9.0,0.0,1,85.56,0
11,two_year,5.0,1.0,0,49.81,0
72,two_year,1.0,2.0,0,78.19,0
18,two_year,6.0,0.0,0,82.08,1
15,two_year,9.0,2.0,0,79.23,0
13,two_year,7.0,0.0,1,61.24,0
31,two_year,7.0,1.0,0,102.69,0
30,one_year,8.0,3.0,0,121.55,0
59,two_year,8.0,0.0,0,97.54,0
17,two_year,7.0,0.0,0,79.86,0
10,one_year,3.0,0.0,1,97.64,0
48,two_year,6.0,1.0,0,110.3,0
1,one_year,4.0,0.0,1,107.38,0
2,two_year,2.0,2.0,0,73.34,0
6,one_year,8.0,0.0,0,105.52,0
11,two_year,5.0,0.0,0,96.06,0
30,one_year,3.0,0.0,0,103.33,0
36,two_year,2.0,0.0,0,77.98,0
18,two_year,7.0,1.0,0,76.33,0
17,two_year,8.0,1.0,0,69.98,0
38,one_year,3.0,0.0,0,83.34,1
35,two_year,7.0,1.0,0,84.04,0
45,two_year,8.0,1.0,1,85.98,0
6,one_year,5.0,1.0,0,104.56,0
24,one_year,5.0,0.0,0,66.02,1
52,two_year,4.0,2.0,0,104.09,0
22,two_year,7.0,1.0,0,102.8,0
4,one_year,1.0,1.0,0,84.02,0
19,one_year,7.0,1.0,2,92.8,0
19,one_year,5.0,1.0,0,94.8,0
2,two_year,4.0,1.0,0,89.73,0
2,one_year,7.0,2.0,0,42.46,1
8,one_year,5.0,0.0,1,62.98,0
5,one_year,9.0,1.0,0,100.16,0
24,one_year,5.0,1.0,0,95.06,0
27,one_year,4.0,1.0,0,66.36,0
43,one_year,9.0,1.0,0,116.67,0
8,one_year,9.0,2.0,0,53.64,0
3,two_year,3.0,0.0,0,90.18,0
37,one_year,9.0,0.0,1,76.08,0
5,one_year,9.0,0.0,0,91.02,0
8,one_year,6.0,1.0,0,105.32,0
2,two_year,9.0,1.0,0,76.72,0
59,two_year,7.0,2.0,0,87.67,0
17,month_to_month,4.0,0.0,0,135.99,0
25,one_year,3.0,1.0,1,64.06,0
11,one_year,9.0,0.0,0,87.17,0
2,one_year,4.0,0.0,0,94.75,0
41,one_year,7.0,1.0,0,51.24,0
17,one_year,7.0,0.0,2,130.04,0
19,one_year,5.0,2.0,0,103.09,0
43,one_year,9.0,0.0,0,137.32,0
9,one_year,2.0,1.0,1,67.51,0
32,one_year,8.0,0.0,1,75.65,0
72,one_year,8.0,0.0,2,96.62,0
4,two_year,7.0,0.0,2,89.53,1
16,two_year,6.0,1.0,0,112.98,0
33,one_year,7.0,0.0,0,91.9,0
31,two_year,9.0,2.0,0,95.98,0
1,one_year,4.0,0.0,0,92.59,0
9,two_year,5.0,1.0,1,79.19,0
65,two_year,5.0,1.0,0,86.16,0
27,two_year,5.0,0.0,0,115.35,1
14,month_to_month,4.0,2.0,0,58.31,0
29,one_year,6.0,0.0,0,141.6,0
72,two_year,9.0,1.0,0,78.17,0
10,one_year,9.0,0.0,1,73.37,0
13,one_year,8.0,1.0,0,80.82,0
19,one_year,9.0,0.0,0,134.2,0
6,one_year,9.0,1.0,0,105.99,0
9,two_year,7.0,1.0,0,46.08,0
72,two_year,4.0,0.0,0,67.01,0
1,one_year,1.0,0.0,1,74.46,0
6,two_year,4.0,0.0,0,53.67,0
66,one_year,3.0,2.0,1,89.24,0
16,one_year,6.0,0.0,0,105.83,0
3,two_year,2.0,1.0,0,79.52,0
21,one_year,4.0,0.0,0,54.32,0
19,one_year,4.0,1.0,0,83.7,0
5,one_year,6.0,1.0,1,86.19,0
10,two_year,2.0,1.0,0,69.25,0
22,two_year,9.0,2.0,2,78.27,0
55,one_year,4.0,0.0,1,60.25,1
7,one_year,9.0,1.0,0,104.12,0
18,two_year,3.0,1.0,1,87.88,0
55,one_year,9.0,0.0,1,92.16,0
5,two_year,8.0,0.0,0,91.92,0
18,one_year,9.0,1.0,0,90.21,0
71,two_year,4.0,1.0,0,48.19,0
71,one_year,2.0,3.0,0,96.58,0
3,one_year,6.0,0.0,1,92.37,0
36,one_year,4.0,0.0,0,98.64,0
26,one_year,4.0,0.0,0,83.85,0
37,two_year,3.0,0.0,0,80.48,0
12,two_year,8.0,1.0,0,111.11,0
19,month_to_month,9.0,0.0,1,51.22,0
1,two_year,9.0,0.0,0,128.58,0
25,two_year,8.0,0.0,0,82.85,0
4,two_year,8.0,1.0,0,101.06,0
45,one_year,6.0,0.0,0,87.43,0
42,one_year,9.0,1.0,0,105.67,0
22,two_year,4.0,2.0,1,97.64,0
29,one_year,8.0,0.0,1,59.79,0
1,two_year,4.0,0.0,0,94.87,0
5,one_year,8.0,0.0,0,103.99,0
8,one_year,7.0,1.0,0,68.62,0
24,two_year,7.0,0.0,0,69.91,0
12,one_year,1.0,2.0,0,107.34,0
72,one_year,2.0,0.0,0,71.56,0
3,one_year,6.0,0.0,1,120.17,0
1,two_year,6.0,2.0,0,85.4,0
1,one_year,1.0,1.0,1,74.35,0
9,two_year,9.0,0.0,0,74.59,0
50,two_year,9.0,2.0,3,61.95,0
7,one_year,5.0,2.0,0,96.29,1
19,one_year,7.0,0.0,1,99.83,1
33,one_year,2.0,0.0,0,107.57,0
10,two_year,7.0,0.0,0,73.93,0
1,two_year,7.0,0.0,0,80.04,0
6,one_year,9.0,1.0,0,77.06,0
23,one_year,4.0,0.0,0,30.5,1
65,one_year,7.0,2.0,0,77.36,0
26,two_year,4.0,1.0,0,167.0,0
18,two_year,6.0,1.0,0,74.36,0
34,two_year,9.0,0.0,1,71.62,0
20,one_year,9.0,0.0,0,104.12,0
15,two_year,9.0,0.0,0,103.9,0
72,one_year,7.0,1.0,1,51.47,0
12,two_year,8.0,1.0,0,55.31,0
32,two_year,9.0,0.0,0,44.51,0
14,two_year,4.0,0.0,0,123.63,0
18,one_year,2.0,3.0,0,88.86,0
43,one_year,4.0,0.0,1,132.38,0
1,two_year,9.0,1.0,0,85.25,0
4,one_year,2.0,3.0,0,71.85,1
3,two_year,8.0,1.0,0,60.04,0
9,one_year,7.0,1.0,0,67.82,0
32,two_year,9.0,0.0,0,61.2,0
18,one_year,5.0,1.0,0,66.79,0
1,two_year,1.0,2.0,1,125.07,1
11,two_year,4.0,1.0,1,127.09,0
23,two_year,9.0,1.0,1,110.8,0
35,one_year,9.0,1.0,1,98.0,1
19,one_year,8.0,1.0,0,48.12,1
61,one_year,7.0,0.0,0,88.44,0
18,one_year,8.0,0.0,0,123.92,0
48,one_year,8.0,2.0,1,121.43,0
1,two_year,7.0,0.0,0,57.25,0
17,one_year,5.0,2.0,0,74.57,0
66,one_year,1.0,0.0,0,53.52,0
42,one_year,8.0,1.0,1,129.4,0
10,one_year,9.0,0.0,2,77.42,0
11,two_year,9.0,0.0,0,89.73,0
1,one_year,3.0,0.0,1,67.5,0
6,one_year,5.0,0.0,0,68.54,0
1,one_year,9.0,2.0,0,84.52,0
55,one_year,7.0,0.0,0,102.59,0
6,one_year,6.0,0.0,1,100.61,0
11,two_year,8.0,3.0,0,98.34,0
72,one_year,7.0,1.0,1,112.3,0
39,two_year,4.0,0.0,0,88.07,0
31,one_year,6.0,0.0,0,88.59,0
22,two_year,7.0,1.0,0,72.19,0
6,two_year,9.0,1.0,0,100.1,0
72,one_year,5.0,2.0,2,46.82,0
1,two_year,8.0,0.0,1,123.44,0
3,one_year,5.0,0.0,0,46.17,0
21,one_year,7.0,0.0,0,87.87,0
7,two_year,8.0,0.0,0,86.38,0
1,one_year,6.0,1.0,0,134.25,0
6,two_year,8.0,2.0,2,33.9,0
57,two_year,8.0,0.0,1,64.65,0
26,two_year,8.0,0.0,0,78.19,0
39,two_year,4.0,0.0,0,56.57,0
33,one_year,6.0,0.0,0,104.39,0
38,one_year,4.0,1.0,0,55.7,0
61,two_year,9.0,2.0,0,109.38,0
26,two_year,7.0,1.0,0,74.23,0
56,one_year,7.0,0.0,0,57.52,0
2,one_year,3.0,2.0,1,84.56,0
54,two_year,4.0,2.0,0,41.51,1
5,one_year,2.0,1.0,0,79.52,0
72,one_year,9.0,1.0,1,107.64,1
72,two_year,3.0,0.0,1,85.9,0
27,two_year,9.0,1.0,0,51.22,0
46,one_year,8.0,0.0,0,63.58,0
44,one_year,8.0,1.0,0,76.98,0
60,one_year,5.0,1.0,0,79.4,0
39,one_year,9.0,2.0,0,81.66,1
2,two_year,4.0,0.0,0,66.16,0
44,two_year,7.0,0.0,0,74.43,0
12,two_year,9.0,0.0,1,60.59,0
1,two_year,6.0,0.0,0,61.55,0
55,one_year,6.0,4.0,1,79.54,0
